out_degree,in_degree,betweenness_centrality,pagerank,attachment_count,service_count,avg_path_to_sensitive,min_path_to_sensitive,has_wildcard_action,service_wildcard_count,wildcard_entropy,dangerous_action_count,resource_count,has_wildcard_resource,specificity_score,escalation_path_count,min_escalation_path_length,max_escalation_risk,requires_mfa,has_ip_restriction,has_time_restriction,has_org_restriction,policy_id,known_risk_label,escalation_techniques_enabled,risk_label,prob_low,prob_medium,prob_high
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:bf_PassRole_SageMaker,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:bf_PassRole_SageMakerProc,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:bf_PassRole_SageMakerTrain,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,0,0,0,0,policy:bf_PutGroupPolicy,,,1,0.001764007089376881,0.9957667407503581,0.0024692521602649523
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,0,0,0,0,policy:bf_PutRolePolicy,,,1,0.001764007089376881,0.9957667407503581,0.0024692521602649523
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,0,0,0,0,policy:bf_PutUserPolicy,,,1,0.001764007089376881,0.9957667407503581,0.0024692521602649523
3,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:bf_SetDefaultPolicyVersion,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:bf_STS_AssumeRole,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:bf_STS_SAML,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:bf_STS_WebIdentity,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:bf_UpdateAssumeRolePolicy,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:bf_UpdateLoginProfile,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
8,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_aws_tf_0,,,0,0.5692982359803432,0.11675355784482923,0.3139482061748275
1,1,0.0,6.49725560210874e-05,0,1,1.0,1.0,0,0,0.0,0,0,0,1.0,0,999,0.0,0,0,0,0,policy:cg_aws_tf_1,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,1,0.5283208334294491,0,1,0,0.6543128760183602,0,999,0.0,0,0,0,0,policy:cg_aws_tf_2,,,1,0.30285556764710236,0.6957247737207048,0.0014196586321929352
8,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_aws_tf_3,,,0,0.5692982359803432,0.11675355784482923,0.3139482061748275
1,1,0.0,6.49725560210874e-05,0,1,1.0,1.0,0,0,0.0,0,0,0,1.0,0,999,0.0,0,0,0,0,policy:cg_aws_tf_4,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,1,0.5283208334294491,0,1,0,0.6543128760183602,0,999,0.0,0,0,0,0,policy:cg_aws_tf_5,,,1,0.30285556764710236,0.6957247737207048,0.0014196586321929352
4,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_aws_v1,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,1,0,0.0,0,1,0,1.0,0,999,0.0,0,1,0,0,policy:cg_aws_v2,,,0,0.6064453759397838,0.39261279622056655,0.0009418278396496465
2,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,1,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_aws_v3,,,0,0.6064453759397838,0.39261279622056655,0.0009418278396496465
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,1,0,policy:cg_aws_v4,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_aws_v5,,,0,0.8436572082910447,0.15573285214230573,0.0006099395666495726
15,0,0.0,5.984108984314105e-05,0,2,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_codebuild_secrets_tf_0,,,0,0.6692378861012543,0.09586052258015201,0.2349015913185936
11,0,0.0,5.984108984314105e-05,0,4,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_codebuild_secrets_tf_1,,,0,0.5674822827519521,0.14595826450061308,0.2865594527474348
15,0,0.0,5.984108984314105e-05,0,2,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_codebuild_secrets_tf_2,,,0,0.6692378861012543,0.09586052258015201,0.2349015913185936
11,0,0.0,5.984108984314105e-05,0,4,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_codebuild_secrets_tf_3,,,0,0.5674822827519521,0.14595826450061308,0.2865594527474348
1,1,0.0,6.49725560210874e-05,0,1,1.0,1.0,0,0,0.0,0,0,0,1.0,0,999,0.0,0,0,0,0,policy:cg_detection_evasion_tf_0,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
1,1,0.0,6.49725560210874e-05,0,1,1.0,1.0,0,0,0.0,0,0,0,1.0,0,999,0.0,0,0,0,0,policy:cg_detection_evasion_tf_1,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
1,1,0.0,6.49725560210874e-05,0,1,1.0,1.0,0,0,0.0,0,0,0,1.0,0,999,0.0,0,0,0,0,policy:cg_detection_evasion_tf_2,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
1,1,0.0,6.49725560210874e-05,0,1,1.0,1.0,0,0,0.0,0,0,0,1.0,0,999,0.0,0,0,0,0,policy:cg_detection_evasion_tf_3,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_iam_privesc_by_rollback_v1,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,1,0,0.0,0,1,0,1.0,0,999,0.0,0,1,0,0,policy:cg_iam_privesc_by_rollback_v2,,,0,0.6064453759397838,0.39261279622056655,0.0009418278396496465
2,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,1,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_iam_privesc_by_rollback_v3,,,0,0.6064453759397838,0.39261279622056655,0.0009418278396496465
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,1,0,policy:cg_iam_privesc_by_rollback_v4,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_iam_privesc_by_rollback_v5,,,0,0.8436572082910447,0.15573285214230573,0.0006099395666495726
4,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_policies_v1,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,1,0,0.0,0,1,0,1.0,0,999,0.0,0,1,0,0,policy:cg_policies_v2,,,0,0.6064453759397838,0.39261279622056655,0.0009418278396496465
2,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,1,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_policies_v3,,,0,0.6064453759397838,0.39261279622056655,0.0009418278396496465
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,1,0,policy:cg_policies_v4,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_policies_v5,,,0,0.8436572082910447,0.15573285214230573,0.0006099395666495726
8,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_rds_snapshot_tf_0,,,0,0.5692982359803432,0.11675355784482923,0.3139482061748275
1,1,0.0,6.49725560210874e-05,0,1,1.0,1.0,0,0,0.0,0,0,0,1.0,0,999,0.0,0,0,0,0,policy:cg_rds_snapshot_tf_1,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,1,0.5283208334294491,0,1,0,0.6543128760183602,0,999,0.0,0,0,0,0,policy:cg_rds_snapshot_tf_2,,,1,0.30285556764710236,0.6957247737207048,0.0014196586321929352
8,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_rds_snapshot_tf_3,,,0,0.5692982359803432,0.11675355784482923,0.3139482061748275
1,1,0.0,6.49725560210874e-05,0,1,1.0,1.0,0,0,0.0,0,0,0,1.0,0,999,0.0,0,0,0,0,policy:cg_rds_snapshot_tf_4,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,1,0.5283208334294491,0,1,0,0.6543128760183602,0,999,0.0,0,0,0,0,policy:cg_rds_snapshot_tf_5,,,1,0.30285556764710236,0.6957247737207048,0.0014196586321929352
8,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_terraform_tf_0,,,0,0.5692982359803432,0.11675355784482923,0.3139482061748275
1,1,0.0,6.49725560210874e-05,0,1,1.0,1.0,0,0,0.0,0,0,0,1.0,0,999,0.0,0,0,0,0,policy:cg_terraform_tf_1,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,1,0.5283208334294491,0,1,0,0.6543128760183602,0,999,0.0,0,0,0,0,policy:cg_terraform_tf_2,,,1,0.30285556764710236,0.6957247737207048,0.0014196586321929352
8,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_terraform_tf_3,,,0,0.5692982359803432,0.11675355784482923,0.3139482061748275
1,1,0.0,6.49725560210874e-05,0,1,1.0,1.0,0,0,0.0,0,0,0,1.0,0,999,0.0,0,0,0,0,policy:cg_terraform_tf_4,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,1,0.5283208334294491,0,1,0,0.6543128760183602,0,999,0.0,0,0,0,0,policy:cg_terraform_tf_5,,,1,0.30285556764710236,0.6957247737207048,0.0014196586321929352
4,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_terraform_v1,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,1,0,0.0,0,1,0,1.0,0,999,0.0,0,1,0,0,policy:cg_terraform_v2,,,0,0.6064453759397838,0.39261279622056655,0.0009418278396496465
2,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,1,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_terraform_v3,,,0,0.6064453759397838,0.39261279622056655,0.0009418278396496465
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,1,0,policy:cg_terraform_v4,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:cg_terraform_v5,,,0,0.8436572082910447,0.15573285214230573,0.0006099395666495726
4,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:mitre_T1078,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:mitre_T1087,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,0,0,0,0,policy:mitre_T1098,,,1,0.001764007089376881,0.9957667407503581,0.0024692521602649523
4,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,3,1,0,1.0,0,999,0.0,0,0,0,0,policy:mitre_T1136,,,1,1.082747070976122e-06,0.9988349650535041,0.0011639521994248332
4,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:mitre_T1530,,,0,0.8436572082910447,0.15573285214230573,0.0006099395666495726
4,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:mitre_T1537,,,0,0.8436572082910447,0.15573285214230573,0.0006099395666495726
4,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:mitre_T1548,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,3,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:mitre_T1552,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:mitre_T1562,,,0,0.8436572082910447,0.15573285214230573,0.0006099395666495726
4,0,0.0,5.984108984314105e-05,0,3,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:mitre_T1580,,,0,0.8436572082910447,0.15573285214230573,0.0006099395666495726
3,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_recon_iam,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_recon_sts,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T1,,,1,0.001764007089376881,0.9957667407503581,0.0024692521602649523
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T10,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T11,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T12,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T13,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T14,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T15,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T16,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T17,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T18,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
3,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T19,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
3,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T2,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
4,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T20,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T21,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T3,,,1,0.001764007089376881,0.9957667407503581,0.0024692521602649523
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T4,,,1,0.001764007089376881,0.9957667407503581,0.0024692521602649523
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T5,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T6,,,1,0.001764007089376881,0.9957667407503581,0.0024692521602649523
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T7,,,1,0.001764007089376881,0.9957667407503581,0.0024692521602649523
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T8,,,1,0.001764007089376881,0.9957667407503581,0.0024692521602649523
3,0,0.0,5.984108984314105e-05,0,2,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,0,0,0,0,policy:rhino_T9,,,1,0.001764007089376881,0.9957667407503581,0.0024692521602649523
2,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,1,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:utw_admin_wildcard,,,0,0.6064453759397838,0.39261279622056655,0.0009418278396496465
3,0,0.0,5.984108984314105e-05,0,2,2.0,999.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,0,999,0.0,0,0,0,0,policy:utw_cloudwatch_no_mfa,,,0,0.7071231817376924,0.29181146621500254,0.001065352047305092
4,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:utw_cloudwatch_readonly,,,0,0.8436572082910447,0.15573285214230573,0.0006099395666495726
5,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,0,1,0.5283208334294491,0,1,0,0.6543128760183602,0,999,0.0,0,0,0,0,policy:utw_deny_delete,,,2,0.270744079682265,0.33708150182973184,0.3921744184880033
3,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,1,0,0,0,policy:utw_dynamo_readonly_mfa,,,0,0.8436572082910447,0.15573285214230573,0.0006099395666495726
2,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:utw_ec2_describeonly,,,0,0.8436572082910447,0.15573285214230573,0.0006099395666495726
2,0,0.0,5.984108984314105e-05,0,1,2.0,999.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,0,999,0.0,0,0,0,0,policy:utw_ec2_star,,,0,0.7071231817376924,0.29181146621500254,0.001065352047305092
3,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,0,policy:utw_iam_list_get,,,0,0.7902460751602689,0.2088562979364402,0.0008976269032910204
2,0,0.0,5.984108984314105e-05,0,1,1.0,1.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,0,999,0.0,0,0,0,0,policy:utw_iam_star,,,0,0.6276603001809004,0.3708539849915551,0.001485714827544729
